X,Y,Terrain,TerrainName,Obstacle,Walkable,Description
26,3,0,地面,0,True,"地面 - 可通行"
27,3,0,地面,0,True,"地面 - 可通行"
28,3,0,地面,0,True,"地面 - 可通行"
29,3,103,未知,0,True,"未知 - 可通行"
30,3,0,地面,128,False,"地面 - 未知阻挡"
31,3,0,地面,0,True,"地面 - 可通行"
32,3,0,地面,128,False,"地面 - 未知阻挡"
33,3,0,地面,0,True,"地面 - 可通行"
34,3,0,地面,0,True,"地面 - 可通行"
35,3,0,地面,0,True,"地面 - 可通行"
36,3,0,地面,0,True,"地面 - 可通行"
37,3,18,未知,128,False,"未知 - 未知阻挡"
38,3,0,地面,0,True,"地面 - 可通行"
39,3,0,地面,128,False,"地面 - 未知阻挡"
40,3,0,地面,0,True,"地面 - 可通行"
41,3,0,地面,0,True,"地面 - 可通行"
42,3,0,地面,0,True,"地面 - 可通行"
43,3,103,未知,0,True,"未知 - 可通行"
44,3,0,地面,128,False,"地面 - 未知阻挡"
45,3,0,地面,0,True,"地面 - 可通行"
46,3,0,地面,128,False,"地面 - 未知阻挡"
47,3,0,地面,0,True,"地面 - 可通行"
48,3,0,地面,0,True,"地面 - 可通行"
49,3,0,地面,0,True,"地面 - 可通行"
50,3,0,地面,0,True,"地面 - 可通行"
51,3,19,未知,128,False,"未知 - 未知阻挡"
52,3,0,地面,0,True,"地面 - 可通行"
53,3,0,地面,128,False,"地面 - 未知阻挡"
54,3,0,地面,0,True,"地面 - 可通行"
55,3,0,地面,0,True,"地面 - 可通行"
56,3,0,地面,0,True,"地面 - 可通行"
57,3,103,未知,0,True,"未知 - 可通行"
58,3,0,地面,128,False,"地面 - 未知阻挡"
59,3,0,地面,0,True,"地面 - 可通行"
60,3,0,地面,128,False,"地面 - 未知阻挡"
61,3,0,地面,0,True,"地面 - 可通行"
62,3,0,地面,0,True,"地面 - 可通行"
63,3,0,地面,0,True,"地面 - 可通行"
64,3,0,地面,0,True,"地面 - 可通行"
65,3,20,未知,128,False,"未知 - 未知阻挡"
66,3,0,地面,0,True,"地面 - 可通行"
67,3,0,地面,128,False,"地面 - 未知阻挡"
68,3,0,地面,0,True,"地面 - 可通行"
69,3,0,地面,0,True,"地面 - 可通行"
70,3,0,地面,0,True,"地面 - 可通行"
71,3,103,未知,0,True,"未知 - 可通行"
72,3,0,地面,128,False,"地面 - 未知阻挡"
73,3,0,地面,0,True,"地面 - 可通行"
74,3,0,地面,128,False,"地面 - 未知阻挡"
0,4,0,地面,0,True,"地面 - 可通行"
1,4,0,地面,0,True,"地面 - 可通行"
2,4,0,地面,0,True,"地面 - 可通行"
3,4,0,地面,0,True,"地面 - 可通行"
4,4,21,未知,128,False,"未知 - 未知阻挡"
5,4,0,地面,0,True,"地面 - 可通行"
6,4,0,地面,128,False,"地面 - 未知阻挡"
7,4,0,地面,0,True,"地面 - 可通行"
8,4,0,地面,0,True,"地面 - 可通行"
9,4,0,地面,0,True,"地面 - 可通行"
10,4,103,未知,0,True,"未知 - 可通行"
11,4,0,地面,128,False,"地面 - 未知阻挡"
12,4,0,地面,0,True,"地面 - 可通行"
13,4,0,地面,128,False,"地面 - 未知阻挡"
14,4,0,地面,0,True,"地面 - 可通行"
15,4,0,地面,0,True,"地面 - 可通行"
16,4,0,地面,0,True,"地面 - 可通行"
17,4,0,地面,0,True,"地面 - 可通行"
18,4,22,未知,128,False,"未知 - 未知阻挡"
19,4,0,地面,0,True,"地面 - 可通行"
20,4,0,地面,128,False,"地面 - 未知阻挡"
21,4,0,地面,0,True,"地面 - 可通行"
22,4,0,地面,0,True,"地面 - 可通行"
23,4,0,地面,0,True,"地面 - 可通行"
24,4,103,未知,0,True,"未知 - 可通行"
25,4,0,地面,128,False,"地面 - 未知阻挡"
26,4,0,地面,0,True,"地面 - 可通行"
27,4,0,地面,128,False,"地面 - 未知阻挡"
28,4,0,地面,0,True,"地面 - 可通行"
29,4,0,地面,0,True,"地面 - 可通行"
30,4,0,地面,0,True,"地面 - 可通行"
31,4,0,地面,0,True,"地面 - 可通行"
32,4,23,未知,128,False,"未知 - 未知阻挡"
33,4,0,地面,0,True,"地面 - 可通行"
34,4,0,地面,128,False,"地面 - 未知阻挡"
35,4,0,地面,0,True,"地面 - 可通行"
36,4,0,地面,0,True,"地面 - 可通行"
37,4,0,地面,0,True,"地面 - 可通行"
38,4,103,未知,0,True,"未知 - 可通行"
39,4,0,地面,128,False,"地面 - 未知阻挡"
40,4,0,地面,0,True,"地面 - 可通行"
41,4,0,地面,128,False,"地面 - 未知阻挡"
42,4,0,地面,0,True,"地面 - 可通行"
43,4,0,地面,0,True,"地面 - 可通行"
44,4,0,地面,0,True,"地面 - 可通行"
45,4,0,地面,0,True,"地面 - 可通行"
46,4,24,未知,128,False,"未知 - 未知阻挡"
47,4,0,地面,0,True,"地面 - 可通行"
48,4,0,地面,128,False,"地面 - 未知阻挡"
49,4,0,地面,0,True,"地面 - 可通行"
50,4,0,地面,0,True,"地面 - 可通行"
51,4,0,地面,0,True,"地面 - 可通行"
52,4,103,未知,0,True,"未知 - 可通行"
53,4,0,地面,128,False,"地面 - 未知阻挡"
54,4,0,地面,0,True,"地面 - 可通行"
55,4,0,地面,128,False,"地面 - 未知阻挡"
56,4,0,地面,0,True,"地面 - 可通行"
57,4,0,地面,0,True,"地面 - 可通行"
58,4,0,地面,0,True,"地面 - 可通行"
59,4,0,地面,0,True,"地面 - 可通行"
60,4,25,未知,128,False,"未知 - 未知阻挡"
61,4,0,地面,0,True,"地面 - 可通行"
62,4,0,地面,128,False,"地面 - 未知阻挡"
63,4,0,地面,0,True,"地面 - 可通行"
64,4,0,地面,0,True,"地面 - 可通行"
65,4,0,地面,0,True,"地面 - 可通行"
66,4,103,未知,0,True,"未知 - 可通行"
67,4,0,地面,128,False,"地面 - 未知阻挡"
68,4,0,地面,0,True,"地面 - 可通行"
69,4,0,地面,128,False,"地面 - 未知阻挡"
70,4,0,地面,0,True,"地面 - 可通行"
71,4,0,地面,0,True,"地面 - 可通行"
72,4,0,地面,0,True,"地面 - 可通行"
73,4,0,地面,0,True,"地面 - 可通行"
74,4,26,未知,128,False,"未知 - 未知阻挡"
0,5,0,地面,0,True,"地面 - 可通行"
1,5,0,地面,128,False,"地面 - 未知阻挡"
2,5,0,地面,0,True,"地面 - 可通行"
3,5,0,地面,0,True,"地面 - 可通行"
4,5,0,地面,0,True,"地面 - 可通行"
5,5,103,未知,0,True,"未知 - 可通行"
6,5,0,地面,128,False,"地面 - 未知阻挡"
7,5,0,地面,0,True,"地面 - 可通行"
8,5,0,地面,128,False,"地面 - 未知阻挡"
9,5,0,地面,0,True,"地面 - 可通行"
10,5,0,地面,0,True,"地面 - 可通行"
11,5,0,地面,0,True,"地面 - 可通行"
12,5,0,地面,0,True,"地面 - 可通行"
13,5,27,未知,128,False,"未知 - 未知阻挡"
14,5,0,地面,0,True,"地面 - 可通行"
15,5,0,地面,128,False,"地面 - 未知阻挡"
16,5,0,地面,0,True,"地面 - 可通行"
17,5,0,地面,0,True,"地面 - 可通行"
18,5,0,地面,0,True,"地面 - 可通行"
19,5,103,未知,0,True,"未知 - 可通行"
20,5,0,地面,128,False,"地面 - 未知阻挡"
21,5,0,地面,0,True,"地面 - 可通行"
22,5,0,地面,128,False,"地面 - 未知阻挡"
23,5,0,地面,0,True,"地面 - 可通行"
24,5,0,地面,0,True,"地面 - 可通行"
25,5,0,地面,0,True,"地面 - 可通行"
26,5,0,地面,0,True,"地面 - 可通行"
27,5,28,未知,128,False,"未知 - 未知阻挡"
28,5,0,地面,0,True,"地面 - 可通行"
29,5,0,地面,128,False,"地面 - 未知阻挡"
30,5,0,地面,0,True,"地面 - 可通行"
31,5,0,地面,0,True,"地面 - 可通行"
32,5,0,地面,0,True,"地面 - 可通行"
33,5,103,未知,0,True,"未知 - 可通行"
34,5,0,地面,128,False,"地面 - 未知阻挡"
35,5,0,地面,0,True,"地面 - 可通行"
36,5,0,地面,128,False,"地面 - 未知阻挡"
37,5,0,地面,0,True,"地面 - 可通行"
38,5,0,地面,0,True,"地面 - 可通行"
39,5,0,地面,0,True,"地面 - 可通行"
40,5,0,地面,0,True,"地面 - 可通行"
41,5,29,未知,128,False,"未知 - 未知阻挡"
42,5,0,地面,0,True,"地面 - 可通行"
43,5,0,地面,128,False,"地面 - 未知阻挡"
44,5,0,地面,0,True,"地面 - 可通行"
45,5,0,地面,0,True,"地面 - 可通行"
46,5,0,地面,0,True,"地面 - 可通行"
47,5,103,未知,0,True,"未知 - 可通行"
48,5,0,地面,128,False,"地面 - 未知阻挡"
49,5,0,地面,0,True,"地面 - 可通行"
50,5,0,地面,128,False,"地面 - 未知阻挡"
51,5,0,地面,0,True,"地面 - 可通行"
52,5,0,地面,0,True,"地面 - 可通行"
53,5,0,地面,0,True,"地面 - 可通行"
54,5,0,地面,0,True,"地面 - 可通行"
55,5,30,未知,128,False,"未知 - 未知阻挡"
56,5,0,地面,0,True,"地面 - 可通行"
57,5,0,地面,128,False,"地面 - 未知阻挡"
58,5,0,地面,0,True,"地面 - 可通行"
59,5,0,地面,0,True,"地面 - 可通行"
60,5,0,地面,0,True,"地面 - 可通行"
61,5,103,未知,0,True,"未知 - 可通行"
62,5,0,地面,128,False,"地面 - 未知阻挡"
63,5,0,地面,0,True,"地面 - 可通行"
64,5,0,地面,128,False,"地面 - 未知阻挡"
65,5,0,地面,0,True,"地面 - 可通行"
66,5,0,地面,0,True,"地面 - 可通行"
67,5,0,地面,0,True,"地面 - 可通行"
68,5,0,地面,0,True,"地面 - 可通行"
69,5,31,未知,128,False,"未知 - 未知阻挡"
70,5,0,地面,0,True,"地面 - 可通行"
71,5,0,地面,128,False,"地面 - 未知阻挡"
72,5,0,地面,0,True,"地面 - 可通行"
73,5,0,地面,0,True,"地面 - 可通行"
74,5,0,地面,0,True,"地面 - 可通行"
0,6,103,未知,0,True,"未知 - 可通行"
1,6,0,地面,128,False,"地面 - 未知阻挡"
2,6,0,地面,0,True,"地面 - 可通行"
3,6,0,地面,128,False,"地面 - 未知阻挡"
4,6,0,地面,0,True,"地面 - 可通行"
5,6,0,地面,0,True,"地面 - 可通行"
6,6,0,地面,0,True,"地面 - 可通行"
7,6,0,地面,0,True,"地面 - 可通行"
8,6,32,未知,128,False,"未知 - 未知阻挡"
9,6,0,地面,0,True,"地面 - 可通行"
10,6,0,地面,128,False,"地面 - 未知阻挡"
11,6,0,地面,0,True,"地面 - 可通行"
12,6,0,地面,0,True,"地面 - 可通行"
13,6,0,地面,0,True,"地面 - 可通行"
14,6,103,未知,0,True,"未知 - 可通行"
15,6,0,地面,128,False,"地面 - 未知阻挡"
16,6,0,地面,0,True,"地面 - 可通行"
17,6,0,地面,128,False,"地面 - 未知阻挡"
18,6,0,地面,0,True,"地面 - 可通行"
19,6,0,地面,0,True,"地面 - 可通行"
20,6,0,地面,0,True,"地面 - 可通行"
21,6,0,地面,0,True,"地面 - 可通行"
22,6,33,未知,128,False,"未知 - 未知阻挡"
23,6,0,地面,0,True,"地面 - 可通行"
24,6,0,地面,128,False,"地面 - 未知阻挡"
25,6,0,地面,0,True,"地面 - 可通行"
26,6,0,地面,0,True,"地面 - 可通行"
27,6,0,地面,0,True,"地面 - 可通行"
28,6,103,未知,0,True,"未知 - 可通行"
29,6,0,地面,128,False,"地面 - 未知阻挡"
30,6,0,地面,0,True,"地面 - 可通行"
31,6,0,地面,128,False,"地面 - 未知阻挡"
32,6,0,地面,0,True,"地面 - 可通行"
33,6,0,地面,0,True,"地面 - 可通行"
34,6,0,地面,0,True,"地面 - 可通行"
35,6,0,地面,0,True,"地面 - 可通行"
36,6,34,未知,128,False,"未知 - 未知阻挡"
37,6,0,地面,0,True,"地面 - 可通行"
38,6,0,地面,128,False,"地面 - 未知阻挡"
39,6,0,地面,0,True,"地面 - 可通行"
40,6,0,地面,0,True,"地面 - 可通行"
41,6,0,地面,0,True,"地面 - 可通行"
42,6,103,未知,0,True,"未知 - 可通行"
43,6,0,地面,128,False,"地面 - 未知阻挡"
44,6,0,地面,0,True,"地面 - 可通行"
45,6,0,地面,128,False,"地面 - 未知阻挡"
46,6,0,地面,0,True,"地面 - 可通行"
47,6,0,地面,0,True,"地面 - 可通行"
48,6,0,地面,0,True,"地面 - 可通行"
49,6,0,地面,0,True,"地面 - 可通行"
50,6,35,未知,128,False,"未知 - 未知阻挡"
51,6,0,地面,0,True,"地面 - 可通行"
52,6,0,地面,128,False,"地面 - 未知阻挡"
53,6,0,地面,0,True,"地面 - 可通行"
54,6,0,地面,0,True,"地面 - 可通行"
55,6,0,地面,0,True,"地面 - 可通行"
56,6,103,未知,0,True,"未知 - 可通行"
57,6,0,地面,128,False,"地面 - 未知阻挡"
58,6,0,地面,0,True,"地面 - 可通行"
59,6,0,地面,128,False,"地面 - 未知阻挡"
60,6,0,地面,0,True,"地面 - 可通行"
61,6,0,地面,0,True,"地面 - 可通行"
62,6,0,地面,0,True,"地面 - 可通行"
63,6,0,地面,0,True,"地面 - 可通行"
64,6,36,未知,128,False,"未知 - 未知阻挡"
65,6,0,地面,0,True,"地面 - 可通行"
66,6,0,地面,128,False,"地面 - 未知阻挡"
67,6,0,地面,0,True,"地面 - 可通行"
68,6,0,地面,0,True,"地面 - 可通行"
69,6,0,地面,0,True,"地面 - 可通行"
70,6,103,未知,0,True,"未知 - 可通行"
71,6,0,地面,128,False,"地面 - 未知阻挡"
72,6,0,地面,0,True,"地面 - 可通行"
73,6,0,地面,128,False,"地面 - 未知阻挡"
74,6,0,地面,0,True,"地面 - 可通行"
0,7,0,地面,0,True,"地面 - 可通行"
1,7,0,地面,0,True,"地面 - 可通行"
2,7,0,地面,0,True,"地面 - 可通行"
3,7,37,未知,128,False,"未知 - 未知阻挡"
4,7,0,地面,0,True,"地面 - 可通行"
5,7,0,地面,128,False,"地面 - 未知阻挡"
6,7,0,地面,0,True,"地面 - 可通行"
7,7,0,地面,0,True,"地面 - 可通行"
8,7,0,地面,0,True,"地面 - 可通行"
9,7,103,未知,0,True,"未知 - 可通行"
10,7,0,地面,128,False,"地面 - 未知阻挡"
11,7,0,地面,0,True,"地面 - 可通行"
12,7,0,地面,128,False,"地面 - 未知阻挡"
13,7,0,地面,0,True,"地面 - 可通行"
14,7,0,地面,0,True,"地面 - 可通行"
15,7,0,地面,0,True,"地面 - 可通行"
16,7,0,地面,0,True,"地面 - 可通行"
17,7,38,未知,128,False,"未知 - 未知阻挡"
18,7,0,地面,0,True,"地面 - 可通行"
19,7,0,地面,128,False,"地面 - 未知阻挡"
20,7,0,地面,0,True,"地面 - 可通行"
21,7,0,地面,0,True,"地面 - 可通行"
22,7,0,地面,0,True,"地面 - 可通行"
23,7,103,未知,0,True,"未知 - 可通行"
24,7,0,地面,128,False,"地面 - 未知阻挡"
25,7,0,地面,0,True,"地面 - 可通行"
26,7,0,地面,128,False,"地面 - 未知阻挡"
27,7,0,地面,0,True,"地面 - 可通行"
28,7,0,地面,0,True,"地面 - 可通行"
29,7,0,地面,0,True,"地面 - 可通行"
30,7,0,地面,0,True,"地面 - 可通行"
31,7,39,未知,128,False,"未知 - 未知阻挡"
32,7,0,地面,0,True,"地面 - 可通行"
33,7,0,地面,128,False,"地面 - 未知阻挡"
34,7,0,地面,0,True,"地面 - 可通行"
